No Gender

0-0
Latinoamerikaner                & 1 & 2 & 0.295 & 0.240 & 0.047 \\
Amerkianische Ureinwohner       & 1 & 2 & 0.143 & 0.292 & 0.294 \\
Andere                          & 1 & 2 & 0.299 & 0.346 & 0.170 \\

1-3
Weiss                           & 1 & 3 & 0.323 & 0.343 & 0.148 \\
Afroamerikaner                  & 1 & 3 & 0.327 & 0.276 & 0.164 \\
Asiaten                         & 1 & 3 & 0.007 & 0.000 & 0.001 \\
Latinoamerikaner                & 1 & 3 & 0.210 & 0.108 & 0.012 \\
Amerkianische Ureinwohner       & 1 & 3 & 0.259 & 0.292 & 0.106 \\
Andere                          & 1 & 3 & 0.318 & 0.213 & 0.065 \\

2-0
Weiss                           & 2 & 0 & 0.633 & 0.500 & 0.243 \\
Afroamerikaner                  & 2 & 0 & 0.769 & 0.432 & 0.245 \\
Asiaten                         & 2 & 0 & 0.578 & 0.587 & 0.573 \\
Latinoamerikaner                & 2 & 0 & 0.597 & 0.547 & 0.343 \\
Amerkianische Ureinwohner       & 2 & 0 & 0.761 & 0.105 & 0.264 \\
Andere                          & 2 & 0 & 0.692 & 0.507 & 0.210 \\

2-1
Weiss                           & 2 & 1 & 0.509 & 0.365 & 0.300 \\
Afroamerikaner                  & 2 & 1 & 0.797 & 0.261 & 0.286 \\
Asiaten                         & 2 & 1 & 0.530 & 0.284 & 0.446 \\
Latinoamerikaner                & 2 & 1 & 0.595 & 0.362 & 0.394 \\
Amerkianische Ureinwohner       & 2 & 1 & 0.277 & 0.118 & 0.337 \\
Andere                          & 2 & 1 & 0.567 & 0.371 & 0.361 \\

2-2
Weiss                           & 2 & 2 & 0.202 & 0.361 & 0.409 \\
Afroamerikaner                  & 2 & 2 & 0.324 & 0.289 & 0.312 \\
Asiaten                         & 2 & 2 & 0.131 & 0.032 & 0.015 \\
Latinoamerikaner                & 2 & 2 & 0.407 & 0.356 & 0.344 \\
Amerkianische Ureinwohner       & 2 & 2 & 0.047 & 0.216 & 0.379 \\
Andere                          & 2 & 2 & 0.277 & 0.351 & 0.504 \\

2-3
Weiss                           & 2 & 3 & 0.251 & 0.403 & 0.425 \\
Afroamerikaner                  & 2 & 3 & 0.247 & 0.329 & 0.343 \\
Asiaten                         & 2 & 3 & 0.041 & 0.012 & 0.002 \\
Latinoamerikaner                & 2 & 3 & 0.352 & 0.265 & 0.069 \\
Amerkianische Ureinwohner       & 2 & 3 & 0.161 & 0.298 & 0.338 \\
Andere                          & 2 & 3 & 0.285 & 0.427 & 0.441 \\

3-0
Weiss                           & 3 & 0 & 0.720 & 0.568 & 0.290 \\
Afroamerikaner                  & 3 & 0 & 0.801 & 0.588 & 0.274 \\
Asiaten                         & 3 & 0 & 0.603 & 0.596 & 0.603 \\
Latinoamerikaner                & 3 & 0 & 0.621 & 0.571 & 0.476 \\
Amerkianische Ureinwohner       & 3 & 0 & 0.796 & 0.569 & 0.482 \\
Andere                          & 3 & 0 & 0.737 & 0.579 & 0.279 \\

3-1
Weiss                           & 3 & 1 & 0.682 & 0.426 & 0.323 \\
Afroamerikaner                  & 3 & 1 & 0.822 & 0.565 & 0.317 \\
Asiaten                         & 3 & 1 & 0.577 & 0.596 & 0.618 \\
Latinoamerikaner                & 3 & 1 & 0.613 & 0.561 & 0.575 \\
Amerkianische Ureinwohner       & 3 & 1 & 0.606 & 0.085 & 0.310 \\
Andere                          & 3 & 1 & 0.729 & 0.562 & 0.471 \\

3-2
Weiss                           & 3 & 2 & 0.332 & 0.367 & 0.557 \\
Afroamerikaner                  & 3 & 2 & 0.573 & 0.272 & 0.293 \\
Asiaten                         & 3 & 2 & 0.520 & 0.423 & 0.602 \\
Latinoamerikaner                & 3 & 2 & 0.572 & 0.374 & 0.479 \\
Amerkianische Ureinwohner       & 3 & 2 & 0.036 & 0.174 & 0.346 \\
Andere                          & 3 & 2 & 0.530 & 0.381 & 0.574 \\

3-3
Weiss                           & 3 & 3 & 0.196 & 0.372 & 0.546 \\
Afroamerikaner                  & 3 & 3 & 0.159 & 0.295 & 0.382 \\
Asiaten                         & 3 & 3 & 0.285 & 0.114 & 0.127 \\
Latinoamerikaner                & 3 & 3 & 0.271 & 0.365 & 0.418 \\
Amerkianische Ureinwohner       & 3 & 3 & 0.087 & 0.257 & 0.389 \\
Andere                          & 3 & 3 & 0.252 & 0.372 & 0.575 \\




