Baseline
MALE
0-0
Afroamerikaner                  & 0 & 0 & 0.811 & 0.592 & 0.246 \\
Asiaten                         & 0 & 0 & 0.740 & 0.566 & 0.361 \\
Latinoamerikaner                & 0 & 0 & 0.664 & 0.537 & 0.306 \\
Amerkianische Ureinwohner       & 0 & 0 & 0.723 & 0.539 & 0.361 \\
Andere                          & 0 & 0 & 0.776 & 0.544 & 0.332 \\

3-1
Weiss                           & 0 & 0 & 0.698 & 0.381 & 0.330 \\
Afroamerikaner                  & 0 & 0 & 0.732 & 0.556 & 0.297 \\
Asiaten                         & 0 & 0 & 0.739 & 0.537 & 0.342 \\
Latinoamerikaner                & 0 & 0 & 0.640 & 0.407 & 0.326 \\
Amerkianische Ureinwohner       & 0 & 0 & 0.609 & 0.355 & 0.309 \\
Andere                          & 0 & 0 & 0.668 & 0.394 & 0.321 \\

3-2
Weiss                           & 0 & 0 & 0.602 & 0.362 & 0.333 \\
Afroamerikaner                  & 0 & 0 & 0.596 & 0.397 & 0.301 \\
Asiaten                         & 0 & 0 & 0.626 & 0.359 & 0.308 \\
Latinoamerikaner                & 0 & 0 & 0.571 & 0.361 & 0.326 \\
Amerkianische Ureinwohner       & 0 & 0 & 0.576 & 0.350 & 0.306 \\
Andere                          & 0 & 0 & 0.582 & 0.355 & 0.306 \\

3-3
Weiss                           & 0 & 0 & 0.566 & 0.337 & 0.320 \\
Afroamerikaner                  & 0 & 0 & 0.574 & 0.337 & 0.302 \\
Asiaten                         & 0 & 0 & 0.290 & 0.149 & 0.135 \\
Latinoamerikaner                & 0 & 0 & 0.549 & 0.329 & 0.297 \\
Amerkianische Ureinwohner       & 0 & 0 & 0.544 & 0.336 & 0.290 \\
Andere                          & 0 & 0 & 0.571 & 0.346 & 0.297 \\




